day,assa_score,latency_ms,security_incidents,zero_trust
63,68.92768455865478,20.715398554169774,3,True
64,68.82067767234861,22.191227050117735,3,True
65,68.18327280270428,18.494838611150662,2,True
66,66.79614318780246,18.592100941690102,4,True
67,70.05947120210746,15.05873246249758,7,True
68,71.19562808152426,20.85667101104714,2,True
69,64.50779127812096,16.909224827426304,1,True
70,65.17711268603807,25.804297721317734,3,True
71,65.96684320848492,19.643135712205844,3,True
72,69.64996757043112,21.691702332309756,2,True
73,67.98403046507282,19.47412968120205,2,True
74,69.30508460559486,19.694035573652446,1,True
75,66.84345011831208,18.512797769756844,4,True
76,65.36723920559113,20.71279161481695,6,True
77,71.96400799152875,19.699395417306764,2,True
78,68.60732106934371,16.48043413080059,1,True
79,67.9833575214231,18.919748137533233,3,True
80,69.73766762876198,14.30199958081321,4,True
81,66.84972244859414,20.99049217783649,4,True
82,69.39744551336791,19.061235012348476,3,True
83,68.77670967585895,18.95727932006707,4,True
84,69.80684140618591,16.572179209132692,1,True
85,66.54568898112613,20.359659247003933,3,True
86,65.18943268850235,23.322495227327984,2,True
87,69.47882582028136,18.911042326263594,4,True
88,67.52761559946259,18.873552103446563,1,True
89,67.44433304333778,19.561978932484397,2,True
90,65.68827849045213,21.85760213127573,2,True
91,67.63916333333333,20.178333333333335,2,True
92,67.47832666666666,20.356666666666666,0,True
93,67.31748999999999,20.535,3,True
94,67.15665333333334,20.713333333333335,2,True
95,66.99581666666667,20.891666666666666,0,True
96,66.83498,21.07,1,True
97,66.67414333333333,21.248333333333335,1,True
98,66.51330666666667,21.426666666666666,3,True
99,66.35247,21.605,0,True
100,66.19163333333333,21.78333333333333,1,True
101,66.03079666666666,21.961666666666666,1,True
102,65.86996,22.14,3,True
103,65.70912333333334,22.318333333333335,3,True
104,65.54828666666667,22.496666666666666,3,True
105,65.38745,22.675,3,True
106,65.22661333333333,22.85333333333333,1,True
107,65.06577666666666,23.031666666666666,3,True
108,64.90494,23.21,3,True
109,64.74410333333333,23.388333333333335,4,True
110,64.58326666666667,23.566666666666666,2,True
111,64.42243,23.745,4,True
112,64.26159333333334,23.923333333333332,3,True
113,64.10075666666667,24.101666666666667,1,True
114,63.93992,24.28,2,True
115,63.77908333333333,24.458333333333336,2,True
116,63.61824666666667,24.636666666666667,3,True
117,63.45741,24.815,2,True
118,63.296573333333335,24.993333333333332,0,True
119,63.13573666666666,25.171666666666667,7,True
120,62.974900000000005,25.35,2,True
121,62.81406333333333,25.528333333333332,4,True
122,62.65322666666666,25.706666666666667,1,True
123,62.49238999999999,25.884999999999998,0,True
124,62.331553333333325,26.063333333333333,1,True
125,62.170716666666664,26.241666666666667,2,True
126,62.009879999999995,26.42,1,True
127,61.84904333333333,26.598333333333333,2,True
128,61.68820666666666,26.776666666666667,0,True
129,61.52737,26.955000000000002,1,True
130,61.36653333333333,27.133333333333333,2,True
131,61.20569666666666,27.311666666666667,1,True
132,61.04485999999999,27.490000000000002,3,True
133,60.88402333333333,27.668333333333333,4,True
134,60.72318666666666,27.846666666666668,3,True
135,60.562349999999995,28.025,3,True
136,60.40151333333333,28.203333333333333,1,True
137,60.240676666666666,28.381666666666668,2,True
138,60.07984,28.560000000000002,2,True
139,59.91900333333333,28.738333333333333,4,True
140,59.75816666666666,28.916666666666668,4,True
141,59.59733,29.095,2,True
142,59.43649333333333,29.273333333333333,2,True
143,59.27565666666666,29.451666666666668,1,True
144,59.114819999999995,29.630000000000003,1,True
145,58.95398333333333,29.808333333333337,1,True
146,58.793146666666665,29.986666666666668,2,True
147,58.63231,30.165,2,True
148,58.47147333333333,30.343333333333334,5,True
149,58.31063666666667,30.52166666666667,2,True
150,58.1498,30.7,3,True
151,57.98896333333333,30.878333333333334,0,True
152,57.82812666666666,31.056666666666665,0,True
153,57.66729,31.235,3,True
154,57.50645333333333,31.413333333333334,5,True
155,57.345616666666665,31.59166666666667,5,True
156,57.18478,31.77,2,True
157,57.023943333333335,31.948333333333334,2,True
158,56.86310666666667,32.126666666666665,1,True
159,56.70226999999999,32.305,2,True
160,56.54143333333332,32.483333333333334,1,True
161,56.38059666666667,32.66166666666667,2,True
162,56.219759999999994,32.84,4,True
163,56.058923333333325,33.01833333333333,6,True
164,55.89808666666667,33.196666666666665,3,True
165,55.737249999999996,33.375,2,True
166,55.57641333333333,33.553333333333335,4,True
167,55.41557666666666,33.73166666666667,2,True
168,55.25473999999999,33.910000000000004,4,True
169,55.09390333333333,34.08833333333333,1,True
170,54.93306666666666,34.266666666666666,2,True
171,54.77222999999999,34.445,2,True
172,54.611393333333325,34.623333333333335,1,True
173,54.450556666666664,34.80166666666667,3,True
174,54.289719999999996,34.980000000000004,1,True
175,54.12888333333333,35.15833333333333,3,True
176,53.96804666666666,35.336666666666666,2,True
177,53.80721,35.515,9,True
178,53.64637333333333,35.693333333333335,1,True
179,53.48553666666666,35.87166666666667,2,True
180,53.32469999999999,36.05,1,True
181,53.16386333333333,36.22833333333333,0,True
182,53.00302666666666,36.406666666666666,2,True
183,52.842189999999995,36.585,0,True
184,52.68135333333333,36.763333333333335,0,True
185,52.520516666666666,36.94166666666666,0,True
186,52.35968,37.120000000000005,1,True
187,52.19884333333333,37.29833333333333,0,True
188,52.03800666666666,37.47666666666667,1,True
189,51.87717,37.655,0,True
190,51.71633333333333,37.833333333333336,0,True
191,51.55549666666666,38.01166666666667,1,True
192,51.394659999999995,38.19,0,True
193,51.23382333333333,38.36833333333333,3,True
194,51.072986666666665,38.54666666666667,1,True
195,50.91215,38.725,2,True
196,50.75131333333333,38.903333333333336,0,True
197,50.59047666666667,39.08166666666666,1,True
198,50.42964,39.260000000000005,0,True
199,50.26880333333333,39.43833333333333,1,True
200,50.10796666666666,39.616666666666674,1,True
201,49.94713,39.795,1,True
202,49.78629333333333,39.973333333333336,1,True
203,49.625456666666665,40.15166666666667,1,True
204,49.46462,40.33,3,True
205,49.303783333333335,40.50833333333333,1,True
206,49.14294666666667,40.68666666666667,0,True
207,48.98211,40.865,0,True
208,48.82127333333333,41.04333333333334,1,True
209,48.66043666666667,41.221666666666664,1,True
210,48.4996,41.4,0,True
211,48.33876333333333,41.57833333333333,0,True
212,48.177926666666664,41.75666666666667,0,True
213,48.01709,41.935,0,True
214,47.856253333333335,42.11333333333333,0,True
215,47.69541666666667,42.29166666666667,0,True
216,47.534580000000005,42.47,1,True
217,47.37374333333334,42.64833333333334,0,True
218,47.21290666666667,42.82666666666667,1,True
219,47.05207,43.005,0,True
220,46.89123333333334,43.18333333333334,1,True
221,46.73039666666667,43.361666666666665,1,True
222,46.56956,43.54,0,True
223,46.408723333333334,43.718333333333334,1,True
224,46.24788666666667,43.89666666666667,1,True
225,46.087050000000005,44.075,0,True
226,45.92621333333334,44.25333333333333,0,True
227,45.76537666666667,44.431666666666665,2,True
228,45.60453999999999,44.61,0,True
229,45.44370333333333,44.788333333333334,0,True
230,45.28286666666666,44.96666666666667,1,True
231,45.12203,45.144999999999996,2,True
232,44.96119333333334,45.32333333333334,1,True
233,44.80035666666667,45.501666666666665,0,True
234,44.63952,45.68000000000001,0,True
235,44.47868333333333,45.858333333333334,0,True
236,44.31784666666666,46.03666666666667,1,True
237,44.15701,46.215,0,True
238,43.99617333333334,46.39333333333333,0,True
239,43.83533666666667,46.571666666666665,2,True
240,43.674499999999995,46.75,1,True
241,43.513663333333334,46.928333333333335,2,True
242,43.352826666666665,47.10666666666667,1,True
243,43.19199,47.285,3,True
244,43.03115333333333,47.46333333333334,1,True
245,42.87031666666667,47.641666666666666,0,True
246,42.70948,47.82000000000001,0,True
247,42.54864333333333,47.998333333333335,1,True
248,42.38780666666666,48.17666666666666,0,True
249,42.22697,48.355000000000004,1,True
250,42.06613333333333,48.53333333333333,2,True
251,41.90529666666666,48.71166666666667,2,True
252,41.74446,48.89,1,True
253,41.583623333333335,49.068333333333335,0,True
254,41.42278666666667,49.24666666666667,1,True
255,41.26195,49.425,0,True
256,41.10111333333332,49.60333333333334,1,True
257,40.94027666666666,49.781666666666666,1,True
258,40.779439999999994,49.96,1,True
259,40.618603333333326,50.138333333333335,2,True
260,40.457766666666664,50.31666666666666,0,True
261,40.29693,50.495000000000005,0,True
262,40.13609333333333,50.67333333333333,1,True
263,39.97525666666666,50.851666666666674,1,True
264,39.81441999999999,51.03,1,True
265,39.65358333333333,51.208333333333336,1,True
266,39.49274666666666,51.38666666666667,0,True
267,39.33191,51.565,0,True
268,39.171073333333325,51.74333333333334,0,True
269,39.010236666666664,51.92166666666667,0,True
270,38.849399999999996,52.1,1,True
271,38.849399999999996,52.1,0,True
272,38.849399999999996,52.1,0,True
273,38.849399999999996,52.1,0,True
274,38.849399999999996,52.1,1,True
275,38.849399999999996,52.1,0,True
276,38.849399999999996,52.1,0,True
277,38.849399999999996,52.1,1,True
278,38.849399999999996,52.1,4,True
279,38.849399999999996,52.1,0,True
280,38.849399999999996,52.1,0,True
281,38.849399999999996,52.1,0,True
282,38.849399999999996,52.1,1,True
283,38.849399999999996,52.1,0,True
284,38.849399999999996,52.1,0,True
285,38.849399999999996,52.1,0,True
286,38.849399999999996,52.1,0,True
287,38.849399999999996,52.1,0,True
288,38.849399999999996,52.1,0,True
289,38.849399999999996,52.1,0,True
290,38.849399999999996,52.1,0,True
291,38.849399999999996,52.1,1,True
292,38.849399999999996,52.1,0,True
293,38.849399999999996,52.1,0,True
294,38.849399999999996,52.1,0,True
295,38.849399999999996,52.1,0,True
296,38.849399999999996,52.1,0,True
297,38.849399999999996,52.1,0,True
298,38.849399999999996,52.1,0,True
299,38.849399999999996,52.1,1,True
300,38.849399999999996,52.1,0,True
301,38.849399999999996,52.1,0,True
302,38.849399999999996,52.1,0,True
303,38.849399999999996,52.1,1,True
304,38.849399999999996,52.1,0,True
305,38.849399999999996,52.1,1,True
306,38.849399999999996,52.1,0,True
307,38.849399999999996,52.1,0,True
308,38.849399999999996,52.1,1,True
309,38.849399999999996,52.1,1,True
310,38.849399999999996,52.1,1,True
311,38.849399999999996,52.1,1,True
312,38.849399999999996,52.1,0,True
313,38.849399999999996,52.1,0,True
314,38.849399999999996,52.1,2,True
315,38.849399999999996,52.1,0,True
316,38.849399999999996,52.1,3,True
317,38.849399999999996,52.1,0,True
318,38.849399999999996,52.1,1,True
319,38.849399999999996,52.1,0,True
320,38.849399999999996,52.1,0,True
321,38.849399999999996,52.1,2,True
322,38.849399999999996,52.1,0,True
323,38.849399999999996,52.1,0,True
324,38.849399999999996,52.1,0,True
325,38.849399999999996,52.1,0,True
326,38.849399999999996,52.1,0,True
327,38.849399999999996,52.1,1,True
328,38.849399999999996,52.1,0,True
329,38.849399999999996,52.1,0,True
330,38.849399999999996,52.1,2,True
331,38.849399999999996,52.1,0,True
332,38.849399999999996,52.1,2,True
333,38.849399999999996,52.1,0,True
334,38.849399999999996,52.1,1,True
335,38.849399999999996,52.1,0,True
336,38.849399999999996,52.1,0,True
337,38.849399999999996,52.1,0,True
338,38.849399999999996,52.1,1,True
339,38.849399999999996,52.1,0,True
340,38.849399999999996,52.1,1,True
341,38.849399999999996,52.1,0,True
342,38.849399999999996,52.1,1,True
343,38.849399999999996,52.1,1,True
344,38.849399999999996,52.1,0,True
345,38.849399999999996,52.1,2,True
346,38.849399999999996,52.1,1,True
347,38.849399999999996,52.1,0,True
348,38.849399999999996,52.1,0,True
349,38.849399999999996,52.1,1,True
350,38.849399999999996,52.1,1,True
351,38.849399999999996,52.1,0,True
352,38.849399999999996,52.1,0,True
353,38.849399999999996,52.1,0,True
354,38.849399999999996,52.1,0,True
355,38.849399999999996,52.1,0,True
356,38.849399999999996,52.1,1,True
357,38.849399999999996,52.1,0,True
358,38.849399999999996,52.1,1,True
359,38.849399999999996,52.1,0,True
360,38.849399999999996,52.1,3,True
361,38.849399999999996,52.1,1,True
362,38.849399999999996,52.1,0,True
363,38.849399999999996,52.1,0,True
364,38.849399999999996,52.1,1,True
365,38.849399999999996,52.1,0,True
366,38.849399999999996,52.1,2,True
367,38.849399999999996,52.1,0,True
368,38.849399999999996,52.1,0,True
369,38.849399999999996,52.1,0,True
370,38.849399999999996,52.1,0,True
371,38.849399999999996,52.1,1,True
372,38.849399999999996,52.1,1,True
373,38.849399999999996,52.1,0,True
374,38.849399999999996,52.1,0,True
375,38.849399999999996,52.1,1,True
376,38.849399999999996,52.1,1,True
377,38.849399999999996,52.1,0,True
378,38.849399999999996,52.1,0,True
379,38.849399999999996,52.1,1,True
380,38.849399999999996,52.1,1,True
381,38.849399999999996,52.1,0,True
382,38.849399999999996,52.1,0,True
383,38.849399999999996,52.1,0,True
384,38.849399999999996,52.1,0,True
385,38.849399999999996,52.1,0,True
386,38.849399999999996,52.1,0,True
387,38.849399999999996,52.1,1,True
388,38.849399999999996,52.1,0,True
389,38.849399999999996,52.1,1,True
390,38.849399999999996,52.1,0,True
391,38.849399999999996,52.1,0,True
392,38.849399999999996,52.1,0,True
393,38.849399999999996,52.1,0,True
394,38.849399999999996,52.1,0,True
395,38.849399999999996,52.1,2,True
396,38.849399999999996,52.1,1,True
397,38.849399999999996,52.1,0,True
398,38.849399999999996,52.1,0,True
399,38.849399999999996,52.1,1,True
400,38.849399999999996,52.1,2,True
401,38.849399999999996,52.1,1,True
402,38.849399999999996,52.1,0,True
403,38.849399999999996,52.1,1,True
404,38.849399999999996,52.1,0,True
405,38.849399999999996,52.1,1,True
406,38.849399999999996,52.1,0,True
407,38.849399999999996,52.1,1,True
408,38.849399999999996,52.1,1,True
409,38.849399999999996,52.1,0,True
410,38.849399999999996,52.1,0,True
411,38.849399999999996,52.1,0,True
412,38.849399999999996,52.1,0,True
413,38.849399999999996,52.1,1,True
414,38.849399999999996,52.1,0,True
415,38.849399999999996,52.1,0,True
416,38.849399999999996,52.1,1,True
417,38.849399999999996,52.1,0,True
418,38.849399999999996,52.1,0,True
419,38.849399999999996,52.1,0,True
420,38.849399999999996,52.1,2,True
421,38.849399999999996,52.1,1,True
422,38.849399999999996,52.1,0,True
423,38.849399999999996,52.1,1,True
424,38.849399999999996,52.1,0,True
425,38.849399999999996,52.1,1,True
426,38.849399999999996,52.1,0,True
427,38.849399999999996,52.1,1,True
428,38.849399999999996,52.1,0,True
429,38.849399999999996,52.1,0,True
430,38.849399999999996,52.1,1,True
431,38.849399999999996,52.1,2,True
432,38.849399999999996,52.1,0,True
433,38.849399999999996,52.1,2,True
434,38.849399999999996,52.1,1,True
435,38.849399999999996,52.1,0,True
436,38.849399999999996,52.1,0,True
437,38.849399999999996,52.1,1,True
438,38.849399999999996,52.1,1,True
439,38.849399999999996,52.1,0,True
440,38.849399999999996,52.1,1,True
441,38.849399999999996,52.1,0,True
442,38.849399999999996,52.1,1,True
443,38.849399999999996,52.1,2,True
444,38.849399999999996,52.1,1,True
445,38.849399999999996,52.1,3,True
446,38.849399999999996,52.1,2,True
447,38.849399999999996,52.1,0,True
448,38.849399999999996,52.1,1,True
449,38.849399999999996,52.1,1,True
450,38.849399999999996,52.1,0,True
451,38.849399999999996,52.1,1,True
452,38.849399999999996,52.1,1,True
453,38.849399999999996,52.1,0,True
454,38.849399999999996,52.1,0,True
455,38.849399999999996,52.1,0,True
456,38.849399999999996,52.1,0,True
457,38.849399999999996,52.1,0,True
458,38.849399999999996,52.1,0,True
459,38.849399999999996,52.1,0,True
460,38.849399999999996,52.1,0,True
461,38.849399999999996,52.1,1,True
462,38.849399999999996,52.1,0,True
463,38.849399999999996,52.1,1,True
464,38.849399999999996,52.1,0,True
465,38.849399999999996,52.1,1,True
466,38.849399999999996,52.1,0,True
467,38.849399999999996,52.1,0,True
468,38.849399999999996,52.1,0,True
469,38.849399999999996,52.1,1,True
470,38.849399999999996,52.1,0,True
471,38.849399999999996,52.1,0,True
472,38.849399999999996,52.1,0,True
473,38.849399999999996,52.1,1,True
474,38.849399999999996,52.1,1,True
475,38.849399999999996,52.1,1,True
476,38.849399999999996,52.1,2,True
477,38.849399999999996,52.1,0,True
478,38.849399999999996,52.1,0,True
479,38.849399999999996,52.1,0,True
480,38.849399999999996,52.1,0,True
481,38.849399999999996,52.1,1,True
482,38.849399999999996,52.1,1,True
483,38.849399999999996,52.1,1,True
484,38.849399999999996,52.1,0,True
485,38.849399999999996,52.1,0,True
486,38.849399999999996,52.1,0,True
487,38.849399999999996,52.1,1,True
488,38.849399999999996,52.1,0,True
489,38.849399999999996,52.1,0,True
490,38.849399999999996,52.1,1,True
491,38.849399999999996,52.1,0,True
492,38.849399999999996,52.1,0,True
493,38.849399999999996,52.1,1,True
494,38.849399999999996,52.1,0,True
495,38.849399999999996,52.1,0,True
496,38.849399999999996,52.1,0,True
497,38.849399999999996,52.1,0,True
498,38.849399999999996,52.1,3,True
499,38.849399999999996,52.1,0,True
500,38.849399999999996,52.1,1,True
501,38.849399999999996,52.1,0,True
502,38.849399999999996,52.1,1,True
503,38.849399999999996,52.1,1,True
504,38.849399999999996,52.1,0,True
505,38.849399999999996,52.1,2,True
506,38.849399999999996,52.1,1,True
507,38.849399999999996,52.1,1,True
508,38.849399999999996,52.1,3,True
509,38.849399999999996,52.1,0,True
510,38.849399999999996,52.1,0,True
511,38.849399999999996,52.1,1,True
512,38.849399999999996,52.1,0,True
513,38.849399999999996,52.1,0,True
514,38.849399999999996,52.1,0,True
515,38.849399999999996,52.1,0,True
516,38.849399999999996,52.1,0,True
517,38.849399999999996,52.1,0,True
518,38.849399999999996,52.1,0,True
519,38.849399999999996,52.1,0,True
520,38.849399999999996,52.1,1,True
521,38.849399999999996,52.1,1,True
522,38.849399999999996,52.1,0,True
523,38.849399999999996,52.1,1,True
524,38.849399999999996,52.1,1,True
525,38.849399999999996,52.1,1,True
526,38.849399999999996,52.1,1,True
527,38.849399999999996,52.1,0,True
528,38.849399999999996,52.1,1,True
529,38.849399999999996,52.1,0,True
530,38.849399999999996,52.1,0,True
531,38.849399999999996,52.1,0,True
532,38.849399999999996,52.1,0,True
533,38.849399999999996,52.1,0,True
534,38.849399999999996,52.1,2,True
535,38.849399999999996,52.1,0,True
536,38.849399999999996,52.1,0,True
537,38.849399999999996,52.1,0,True
538,38.849399999999996,52.1,0,True
539,38.849399999999996,52.1,0,True
540,38.849399999999996,52.1,0,True
541,38.849399999999996,52.1,2,True
542,38.849399999999996,52.1,0,True
543,38.849399999999996,52.1,0,True
544,38.849399999999996,52.1,0,True
545,38.849399999999996,52.1,1,True
546,38.849399999999996,52.1,1,True
547,38.849399999999996,52.1,1,True
548,38.849399999999996,52.1,0,True
549,38.849399999999996,52.1,1,True
550,38.849399999999996,52.1,0,True
551,38.849399999999996,52.1,2,True
552,38.849399999999996,52.1,0,True
553,38.849399999999996,52.1,0,True
554,38.849399999999996,52.1,0,True
555,38.849399999999996,52.1,1,True
556,38.849399999999996,52.1,0,True
557,38.849399999999996,52.1,0,True
558,38.849399999999996,52.1,1,True
559,38.849399999999996,52.1,0,True
560,38.849399999999996,52.1,0,True
561,38.849399999999996,52.1,1,True
562,38.849399999999996,52.1,0,True
563,38.849399999999996,52.1,2,True
564,38.849399999999996,52.1,1,True
565,38.849399999999996,52.1,0,True
566,38.849399999999996,52.1,2,True
567,38.849399999999996,52.1,0,True
568,38.849399999999996,52.1,0,True
569,38.849399999999996,52.1,0,True
570,38.849399999999996,52.1,0,True
571,38.849399999999996,52.1,1,True
572,38.849399999999996,52.1,1,True
573,38.849399999999996,52.1,2,True
574,38.849399999999996,52.1,1,True
575,38.849399999999996,52.1,1,True
576,38.849399999999996,52.1,0,True
577,38.849399999999996,52.1,0,True
578,38.849399999999996,52.1,1,True
579,38.849399999999996,52.1,0,True
580,38.849399999999996,52.1,0,True
581,38.849399999999996,52.1,1,True
582,38.849399999999996,52.1,0,True
583,38.849399999999996,52.1,1,True
584,38.849399999999996,52.1,0,True
585,38.849399999999996,52.1,1,True
586,38.849399999999996,52.1,0,True
587,38.849399999999996,52.1,0,True
588,38.849399999999996,52.1,0,True
589,38.849399999999996,52.1,0,True
590,38.849399999999996,52.1,0,True
591,38.849399999999996,52.1,0,True
592,38.849399999999996,52.1,0,True
593,38.849399999999996,52.1,0,True
594,38.849399999999996,52.1,0,True
595,38.849399999999996,52.1,1,True
596,38.849399999999996,52.1,0,True
597,38.849399999999996,52.1,0,True
598,38.849399999999996,52.1,0,True
599,38.849399999999996,52.1,0,True
600,38.849399999999996,52.1,0,True
601,38.849399999999996,52.1,0,True
602,38.849399999999996,52.1,0,True
603,38.849399999999996,52.1,0,True
604,38.849399999999996,52.1,0,True
605,38.849399999999996,52.1,0,True
606,38.849399999999996,52.1,0,True
607,38.849399999999996,52.1,0,True
608,38.849399999999996,52.1,0,True
609,38.849399999999996,52.1,1,True
610,38.849399999999996,52.1,0,True
611,38.849399999999996,52.1,0,True
612,38.849399999999996,52.1,3,True
613,38.849399999999996,52.1,0,True
614,38.849399999999996,52.1,0,True
615,38.849399999999996,52.1,0,True
616,38.849399999999996,52.1,0,True
617,38.849399999999996,52.1,0,True
618,38.849399999999996,52.1,0,True
619,38.849399999999996,52.1,0,True
620,38.849399999999996,52.1,0,True
621,38.849399999999996,52.1,0,True
622,38.849399999999996,52.1,0,True
623,38.849399999999996,52.1,0,True
624,38.849399999999996,52.1,1,True
625,38.849399999999996,52.1,1,True
626,38.849399999999996,52.1,1,True
627,38.849399999999996,52.1,0,True
628,38.849399999999996,52.1,1,True
629,38.849399999999996,52.1,2,True
630,38.849399999999996,52.1,0,True
631,38.849399999999996,52.1,1,True
632,38.849399999999996,52.1,0,True
633,38.849399999999996,52.1,1,True
634,38.849399999999996,52.1,2,True
635,38.849399999999996,52.1,2,True
636,38.849399999999996,52.1,0,True
637,38.849399999999996,52.1,1,True
638,38.849399999999996,52.1,1,True
639,38.849399999999996,52.1,0,True
640,38.849399999999996,52.1,1,True
641,38.849399999999996,52.1,1,True
642,38.849399999999996,52.1,1,True
643,38.849399999999996,52.1,0,True
644,38.849399999999996,52.1,0,True
645,38.849399999999996,52.1,0,True
646,38.849399999999996,52.1,0,True
647,38.849399999999996,52.1,0,True
648,38.849399999999996,52.1,0,True
649,38.849399999999996,52.1,0,True
650,38.849399999999996,52.1,0,True
651,38.849399999999996,52.1,0,True
652,38.849399999999996,52.1,0,True
653,38.849399999999996,52.1,0,True
654,38.849399999999996,52.1,1,True
655,38.849399999999996,52.1,0,True
656,38.849399999999996,52.1,0,True
657,38.849399999999996,52.1,1,True
658,38.849399999999996,52.1,0,True
659,38.849399999999996,52.1,0,True
660,38.849399999999996,52.1,0,True
661,38.849399999999996,52.1,0,True
662,38.849399999999996,52.1,0,True
663,38.849399999999996,52.1,1,True
664,38.849399999999996,52.1,0,True
665,38.849399999999996,52.1,0,True
666,38.849399999999996,52.1,0,True
667,38.849399999999996,52.1,0,True
668,38.849399999999996,52.1,0,True
669,38.849399999999996,52.1,2,True
670,38.849399999999996,52.1,0,True
671,38.849399999999996,52.1,1,True
672,38.849399999999996,52.1,0,True
673,38.849399999999996,52.1,1,True
674,38.849399999999996,52.1,0,True
675,38.849399999999996,52.1,1,True
676,38.849399999999996,52.1,1,True
677,38.849399999999996,52.1,2,True
678,38.849399999999996,52.1,0,True
679,38.849399999999996,52.1,0,True
680,38.849399999999996,52.1,1,True
681,38.849399999999996,52.1,0,True
682,38.849399999999996,52.1,4,True
683,38.849399999999996,52.1,1,True
684,38.849399999999996,52.1,1,True
685,38.849399999999996,52.1,0,True
686,38.849399999999996,52.1,0,True
687,38.849399999999996,52.1,0,True
688,38.849399999999996,52.1,0,True
689,38.849399999999996,52.1,0,True
690,38.849399999999996,52.1,1,True
691,38.849399999999996,52.1,0,True
692,38.849399999999996,52.1,0,True
693,38.849399999999996,52.1,0,True
694,38.849399999999996,52.1,0,True
695,38.849399999999996,52.1,1,True
696,38.849399999999996,52.1,1,True
697,38.849399999999996,52.1,1,True
698,38.849399999999996,52.1,0,True
699,38.849399999999996,52.1,1,True
700,38.849399999999996,52.1,0,True
701,38.849399999999996,52.1,0,True
702,38.849399999999996,52.1,0,True
703,38.849399999999996,52.1,1,True
704,38.849399999999996,52.1,0,True
705,38.849399999999996,52.1,1,True
706,38.849399999999996,52.1,0,True
707,38.849399999999996,52.1,0,True
708,38.849399999999996,52.1,0,True
709,38.849399999999996,52.1,0,True
710,38.849399999999996,52.1,0,True
711,38.849399999999996,52.1,1,True
712,38.849399999999996,52.1,1,True
713,38.849399999999996,52.1,0,True
714,38.849399999999996,52.1,0,True
715,38.849399999999996,52.1,0,True
716,38.849399999999996,52.1,0,True
717,38.849399999999996,52.1,0,True
718,38.849399999999996,52.1,1,True
719,38.849399999999996,52.1,0,True
720,38.849399999999996,52.1,0,True
721,38.849399999999996,52.1,1,True
722,38.849399999999996,52.1,0,True
723,38.849399999999996,52.1,2,True
724,38.849399999999996,52.1,1,True
725,38.849399999999996,52.1,0,True
726,38.849399999999996,52.1,0,True
727,38.849399999999996,52.1,0,True
728,38.849399999999996,52.1,3,True
729,38.849399999999996,52.1,0,True
