org_id,date,month,availability,security_incidents,transaction_volume,avg_transaction_value,failed_login_attempts,patches_pending,phishing_emails_blocked,pci_score,gdpr_score,it_opex,security_spend,cloud_spend,gist_p,gist_a,gist_s,gist_c,gist_total
ORG-002,2025-02-25,13,0.9949586516821399,12,1172262.1879551024,33.64520627781063,662,37,3347,0.8704481642428765,0.8553569236090464,91930.67806164546,21610.143902867745,39333.050680127286,0.6683658847073775,0.5466633221090671,0.5201325478648297,0.8629025439259614,0.6943957277380717
ORG-002,2025-03-27,14,0.992553845335367,11,1221272.4028890436,60.246554656792085,675,40,3362,0.8336139692048492,0.8976820082888923,90498.15733591211,21825.022011727746,44249.682015143204,0.5069694855950971,0.5749968644772503,0.5259014718751807,0.8656479887468708,0.6787493791669741
ORG-002,2025-04-26,15,0.9915017159755511,11,1096563.8161899177,41.76953816246447,654,28,3338,0.7907588099448345,0.7890949747329716,89285.55472105178,22006.912403956794,49166.313350159115,0.4363567768826274,0.6033304068454337,0.574653511767818,0.7899268923389031,0.6808004034296599
ORG-002,2025-05-26,16,0.9927622518139441,11,1013167.6171149174,42.39744369016917,652,42,3508,0.7057323401942607,0.8449372627873467,88259.10876801795,22160.879296911873,54082.944685175025,0.5209564975801385,0.6316639492136169,0.5188540955999239,0.7753348014908037,0.687303472410452
ORG-002,2025-06-25,17,0.9920692203218178,15,1097601.4189286698,33.465889277993114,643,33,3363,0.7866349482032559,0.7754985409869434,87390.24102718687,22291.209458036534,58999.576020190936,0.47444431690052147,0.6599974915818003,0.4901604654412885,0.7810667445950996,0.6761261850004066
ORG-002,2025-07-25,18,0.9920812725125525,12,821156.9754392259,55.85348887832274,526,26,2762,0.666980006306575,0.7926866719359404,86654.76036322636,22401.53155763061,63916.20735520684,0.47525318876191386,0.6599974915818003,0.5670952008444936,0.7298333391212577,0.7001894392723822
ORG-002,2025-08-24,19,0.9929806983002668,21,793908.6619985225,48.03601319351964,549,31,2655,0.7667095263931633,0.8077877609258232,86032.18942217341,22494.917198788553,68832.83869022276,0.5356173355883763,0.6599974915818003,0.425140424504563,0.7872486436594932,0.6585418589196306
ORG-002,2025-09-23,20,0.9928457899460429,19,962746.1106084442,54.70455997916938,672,29,3390,0.6979968506227103,0.8114761581541708,85505.19449812411,22573.96643739595,73749.47002523867,0.5265630836270396,0.6599974915818003,0.4560039606988615,0.7547365043884406,0.6661796122888017
ORG-002,2025-10-23,21,0.9925732366625071,15,1247995.4744694384,49.302723743922805,644,40,3421,0.8088393134707568,0.8093032273818239,85059.10292580626,22640.880173243626,78666.10136025457,0.5082709169467836,0.6599974915818003,0.46315151729149745,0.8090712704262903,0.6764155533621505
ORG-002,2025-11-22,22,0.9930140725705883,30,1860339.9201259566,43.39543235390792,928,23,4815,0.8441114996963421,0.8058340973710774,84681.49456221148,22697.52142778284,83582.7326952705,0.5378572195025684,0.6599974915818003,0.38639155429182825,0.8249727985337098,0.6445504388975136
ORG-002,2025-12-22,23,0.9923670165260471,28,1241643.3885150487,53.73440324148549,972,22,4799,0.7538159246265055,0.7767194472910475,84361.85598326266,22745.467214625165,88499.36403028641,0.49443063933201925,0.6599974915818003,0.4055727467982205,0.7652676859587765,0.6349045752349393
ORG-003,2024-02-01,0,0.9917764777867226,19,1284635.127680655,49.679733323718466,714,28,3683,0.8129304124775086,0.8256153241391699,116178.76667508374,17426.81500126256,0.0,0.4547971668941358,0.44439975445336494,0.46052823961222666,0.8192728683083392,0.5664844255423531
ORG-003,2024-03-02,1,0.9927647235801815,15,813089.7724278716,60.842086326434874,553,37,2543,0.7916661965051077,0.8604276239068427,116178.76667508374,17426.81500126256,0.0,0.5211223879316463,0.44439975445336494,0.4742654978530226,0.8260469102059752,0.5869557149609371
ORG-003,2024-04-01,2,0.991862733405912,6,921014.1325849826,38.69711281028857,512,20,2527,0.7720907159261665,0.8834208241795805,116178.76667508374,17426.81500126256,0.0,0.4605861346249681,0.44439975445336494,0.7126189508232865,0.8277557700528735,0.6615203002257781
ORG-003,2024-05-01,3,0.9932956066842633,9,611679.4187819532,24.37646353499664,547,44,2562,0.7754355163629314,0.7723989268183379,116178.76667508374,17426.81500126256,0.0,0.5567521264606249,0.44439975445336494,0.5484900556456965,0.7739172215906347,0.6149279660951156
ORG-003,2024-05-31,4,0.9961285578388768,11,771040.2802694779,42.42387294151799,514,36,2593,0.6563314604710224,0.8603202372449031,116178.76667508374,17426.81500126256,0.0,0.7468830764346823,0.44439975445336494,0.5408707886122807,0.7583258488579627,0.6407606982244628
ORG-003,2024-06-30,5,0.9948012832281244,10,553514.1962943687,35.33615059489851,519,33,2582,0.8249635540928347,0.7714978923193155,116178.76667508374,17426.81500126256,0.0,0.6578042434982847,0.44439975445336494,0.5706589296242597,0.7982307232060751,0.6461524642340188
ORG-003,2024-07-30,6,0.9930306777693471,13,651932.9641961982,45.25723411565585,421,39,2089,0.7348267845106781,0.8412973874457753,116178.76667508374,17426.81500126256,0.0,0.5389716623722859,0.44439975445336494,0.496589870578699,0.7880620859782267,0.5933564236430089
ORG-003,2024-08-29,7,0.9941209837289687,8,586741.0105519784,50.072130689058,403,25,2086,0.7582683146168167,0.764927059566744,110828.09751579534,18229.415375155822,4840.781944795155,0.61214655899119,0.46754976468447473,0.6448042915064369,0.7615976870917803,0.6720849049375618
ORG-003,2024-09-28,8,0.9921309455516254,14,826813.0150372552,29.60360003298836,496,64,2591,0.7955022764522168,0.8692960991314519,106298.85385652189,18908.80192404684,9681.56388959031,0.4785869497735168,0.49069977491558453,0.40916610245612334,0.8323991877918344,0.5730588867519432
ORG-003,2024-10-28,9,0.9936559421610204,12,780330.7796691115,49.9163150355825,519,17,2487,0.8016057277525637,0.8423673115910926,102464.93187137022,19483.89022181959,14522.345834385467,0.5809357155047233,0.5138497851466943,0.6139951107614599,0.8219865196718281,0.6922920584668736
ORG-003,2024-11-27,10,0.9930942297014,11,959858.0852125495,50.770148423573005,726,16,3515,0.816278924035389,0.8705650889548475,99219.58697628298,19970.691956082672,19363.12777918062,0.5432368927114124,0.5369997953778041,0.6366295010577684,0.8434220064951183,0.7095060151052828
ORG-003,2024-12-27,11,0.9949381738097139,15,1215852.045284589,41.989042089586725,684,37,3469,0.7752661144858632,0.7773555730388635,96472.46183162459,20382.76072778143,24203.90972397578,0.6669915308532847,0.5601498056089139,0.4742654978530226,0.7763108437623634,0.6627171655937535
ORG-003,2025-01-26,12,0.9928070432041541,19,877979.4383179874,39.23010944492848,727,68,3612,0.779061676343641,0.8405039725186758,94147.07060068377,20731.569412422552,29044.691668770934,0.5239626311512845,0.5832998158400238,0.33470892485412307,0.8097828244311585,0.57856830865208
ORG-003,2025-02-25,13,0.9955864227860283,9,755201.8902280857,47.00259783077582,523,56,2511,0.8411582411260111,0.8762200444356361,92178.66942047149,21026.8295894544,33885.47361356609,0.710498173558944,0.6064498260711335,0.5130888088222798,0.8586891427808236,0.7274236554299951
ORG-003,2025-03-27,14,0.9940396372071266,10,604837.0785711734,46.6673158526496,487,42,2616,0.8389615591437531,0.8819832780467178,90512.45379416867,21276.76193339982,38726.25555836124,0.6066870608809815,0.6295998363022433,0.536602605199212,0.8604724185952355,0.730168310328374
ORG-003,2025-04-26,15,0.9941947654989799,8,811836.3680813005,50.95175486262698,486,36,2634,0.7581332190658069,0.8820921724968679,89102.03271677617,21488.32509500869,43567.0375031564,0.6170983556362344,0.6527498465333531,0.5968929300053722,0.8201126957813374,0.7623525890791253
ORG-003,2025-05-26,16,0.9935252681268683,9,834513.0711320078,48.117026603998355,491,28,2461,0.8760014890842222,0.8052094029940976,87908.13705036287,21667.409444970686,48407.81944795156,0.5721656460985406,0.675899856764463,0.61106051651259,0.8406054460391599,0.7736796976128121
ORG-003,2025-06-25,17,0.9934154247874085,11,720147.4320560342,56.07067858548339,542,16,2508,0.8181977579720534,0.8844827857882279,86897.52618731794,21819.00107442743,53248.601392746714,0.5647936098931892,0.6990498669955727,0.6366295010577684,0.8513402718801406,0.7959390392835899
ORG-003,2025-07-25,18,0.9931720939068838,11,727002.7511191433,38.76480348260742,357,24,2025,0.8640360123174038,0.8340403509018859,86042.06256077446,21947.32061840895,58089.38333754187,0.5484626783143469,0.7221998772266824,0.5936832429507484,0.8490381816096448,0.7827902072346148
ORG-003,2025-08-24,19,0.993518873487251,9,667065.270560795,42.0033055253895,426,26,2103,0.8864683979703851,0.820393346098245,85317.92823459675,22055.940767335607,62930.16528233702,0.5717364756544285,0.7221998772266824,0.6203851101611417,0.8534308720343151,0.8014213822650333
ORG-003,2025-09-23,20,0.9929483345870879,14,813084.3867514132,49.024845677236044,516,16,2469,0.7853313573305215,0.8282427417346332,84704.96176112135,22147.885738356916,67770.94722713219,0.5334452743011991,0.7221998772266824,0.5884107971043221,0.8067870495325773,0.7675991356425664
ORG-003,2025-10-23,21,0.9937623433871956,12,799114.5925786765,45.79594856630058,502,23,2584,0.7905368359801475,0.8531489312748437,84186.09684335378,22225.715476022055,72611.72917192733,0.5880767373956779,0.7221998772266824,0.5818004398591863,0.8218428836274956,0.7808888314519146
ORG-003,2025-11-22,22,0.9935433596725265,14,1240702.5594483863,43.13976473859511,728,43,3528,0.8463281888886044,0.8889236028546369,83746.88717277665,22291.59692660862,77452.51111672248,0.5733798437937244,0.7221998772266824,0.4672160152019452,0.8676258958716206,0.7298934222052594
ORG-003,2025-12-22,23,0.9941440129225481,16,1143438.7316421221,59.04835142381898,683,39,3648,0.8087595527255573,0.8507640164760647,83375.10421323788,22347.364370539435,82293.29306151766,0.6136921424528898,0.7221998772266824,0.45295978299242234,0.829761784600811,0.7231882875447728
ORG-004,2024-02-01,0,0.9945851540232895,19,1141467.38739538,47.544330994945945,865,64,4295,0.7690772146718812,0.822115607921206,226076.7552602172,33911.513289032584,0.0,0.6432989277375507,0.4223306320976562,0.34325953425397837,0.7955964112965436,0.5288273790227096
ORG-004,2024-03-02,1,0.9936280287404919,29,1107449.300131144,52.46712033259058,573,47,3080,0.8381477139125197,0.772288982838206,226076.7552602172,33911.513289032584,0.0,0.5790623315766403,0.4223306320976562,0.29699330699968707,0.8052183483753629,0.49539955055869583
ORG-004,2024-04-01,2,0.9935116147309281,16,829585.2605774208,42.5491642981915,630,50,3048,0.7567061500848713,0.888595877592272,226076.7552602172,33911.513289032584,0.0,0.5712493108005424,0.4223306320976562,0.41674915493890985,0.8226510138385716,0.5582267349488851
ORG-004,2024-05-01,3,0.9919306311563649,13,646745.67329235,38.61952105438893,568,55,3075,0.8169761853174642,0.8093825602634731,226076.7552602172,33911.513289032584,0.0,0.4651430306285188,0.4223306320976562,0.44637589953584145,0.8131793727904686,0.5502413731607595
ORG-004,2024-05-31,4,0.9952252820528289,16,784449.6585082095,46.91251886097827,646,48,3000,0.721889155210009,0.8711001789775787,226076.7552602172,33911.513289032584,0.0,0.686260540458315,0.4223306320976562,0.4227545328603778,0.7964946670937938,0.5747280177715416
ORG-004,2024-06-30,5,0.9932964938783886,30,1051310.0914537515,50.21316544421048,631,51,3094,0.7942921849046047,0.8417097451181889,226076.7552602172,33911.513289032584,0.0,0.5568116696905091,0.4223306320976562,0.2781160721582892,0.8180009650113969,0.48279127527223703
ORG-004,2024-07-30,6,0.9932930421831948,8,872555.4402278686,41.5506654324962,467,68,2343,0.831103852122249,0.7918501838958343,215664.68120725462,35473.324396976976,9419.86480250905,0.5565800122949535,0.4464001890935872,0.504856338402806,0.8114770180090416,0.6052058405762862
ORG-004,2024-08-29,7,0.9929704053334836,12,547580.8246597162,33.836826000371346,501,51,2483,0.7446213799458569,0.8199452012517555,206851.05080321402,36795.368957583065,18839.7296050181,0.534926532448562,0.4704697460895182,0.47352495772564723,0.7822832905988062,0.5954624904055165
ORG-004,2024-09-28,8,0.9933754677642944,17,773679.5079185098,45.42180452244786,597,40,2960,0.7461892061334064,0.8139096633078312,199390.4737362534,37914.45551762716,28259.59440752715,0.5621119304895582,0.4945393030854492,0.4361805448161246,0.7800494347206188,0.5952452465225228
ORG-004,2024-10-28,9,0.9949139145368375,19,993182.8290745752,59.194521210981016,555,50,3084,0.84382327384994,0.8533539533109494,193075.2315919332,38861.741839275186,37679.4592100362,0.6653633917340622,0.5186088600813802,0.37919639054127763,0.8485886135804448,0.6068310111948583
ORG-004,2024-11-27,10,0.9942501720764482,13,1189581.8258654547,58.49784955789177,850,39,4275,0.7688572799835964,0.8109562151972632,187729.49452850712,39663.602398789095,47099.32401254525,0.6208169178824273,0.5426784170773111,0.496589870578699,0.7899067475904298,0.6592373887684744
ORG-004,2024-12-27,11,0.9931190471844293,15,1353447.5436454474,47.092985965781644,859,62,4208,0.7905609163132206,0.7655698486244016,183204.42579824655,40342.36270832818,56519.1888150543,0.5449024955992844,0.5667479740732422,0.39917361882022906,0.7780653824688111,0.6062443879102842
ORG-004,2025-01-26,12,0.993695397052837,23,1391541.0665012281,36.880991864480094,891,18,4259,0.8590580713736581,0.8324671593171823,179374.03781420697,40916.92090593412,65939.05361756336,0.5835836948212784,0.5908175310691731,0.4690525920558444,0.8457626153454202,0.6722605927005842
ORG-004,2025-02-25,13,0.9932441547281551,11,1022806.5123733741,59.850592972670114,627,51,3086,0.7790429545837884,0.8085767459536546,176131.6843864769,41403.273920093634,75358.9184200724,0.5532989750439652,0.6148870880651041,0.4904078622975233,0.7938098502687214,0.6774269186346175
ORG-004,2025-03-27,14,0.9933590466419013,13,1058072.9403496424,57.06450845316287,582,14,3075,0.7843871615494836,0.8505158452794243,173387.09146426694,41814.96285842512,84778.78322258145,0.5610098417383445,0.6389566450610351,0.6155409626388999,0.8174515034144539,0.750882237671274
ORG-004,2025-04-26,15,0.9933431420057793,10,973198.9809212208,47.952986074012166,598,19,3039,0.8838378478661199,0.8716921964140614,171063.84371335208,42163.45002106235,94198.6480250905,0.5599424164952572,0.6630262020569662,0.6374629595125224,0.8777650221400906,0.7838586242907163
ORG-004,2025-05-26,16,0.9931178658382799,15,872390.5600731516,50.5464513439682,616,38,2999,0.8060896710664371,0.8370643129718639,169097.25694980944,42458.43803559375,103618.51282759955,0.5448232106228107,0.6870957590528971,0.47048650244857254,0.8215769920191505,0.7019857825030902
ORG-004,2025-06-25,17,0.9939175279224409,4,921337.3980684906,53.52744065633242,597,32,2910,0.8562224516575568,0.8531490753534697,167432.5771940588,42708.13999895634,113038.3776301086,0.5984918068752297,0.711165316048828,0.7021554214640084,0.8546857635055133,0.8380772990736209
ORG-004,2025-07-25,18,0.9941115513990265,10,449325.47508829593,56.71955394226889,467,21,2595,0.7798409130649603,0.9164740836495392,166023.45620302053,42919.50814761209,122458.24243261764,0.6115135167131889,0.711165316048828,0.6267371237536028,0.8481574983572497,0.8074465299179092
ORG-004,2025-08-24,19,0.9932396201219551,17,753221.448422341,67.72903247452534,516,32,2468,0.8434934784850583,0.794720239269497,164830.6610359469,43098.427422673136,131878.10723512672,0.5529946390573894,0.711165316048828,0.46736592878645544,0.8191068588772776,0.7114780513093987
ORG-004,2025-09-23,20,0.9945622711969163,17,775145.86205172,61.0165457869985,643,37,3022,0.8418735799533071,0.8689339545483674,163820.9817254812,43249.87931924299,141297.97203763574,0.641763167578276,0.711165316048828,0.44729452537764974,0.8554037672508372,0.7262129497919947
ORG-004,2025-10-23,21,0.9931641478826778,16,1082836.2312240175,45.828889493587106,597,32,3034,0.7628120054100317,0.7551294867338157,162966.30664117183,43378.08058188939,150717.8368401448,0.5479293880991823,0.711165316048828,0.48051434808755233,0.7589707460719237,0.7047168494221666
ORG-004,2025-11-22,22,0.9929200973907445,14,1055016.2632859992,61.25712886115913,864,43,4247,0.6877313465265796,0.9332228035690052,162242.83980158457,43486.60060782747,160137.70164265388,0.5315501604526506,0.711165316048828,0.4672160152019452,0.8104770750477924,0.7048464825432164
ORG-004,2025-12-22,23,0.9923851895082252,19,999965.8940197629,59.066318957339405,883,38,4429,0.8509189438578335,0.8531036397223876,161630.43834330965,43578.46082656872,169557.5664451629,0.49565030256544873,0.711165316048828,0.41911118487666443,0.8520112917901106,0.6785411709721608
ORG-005,2024-02-01,0,0.9925788661650937,41,1895051.2710112017,32.90986707933922,1251,43,6447,0.8077824568286602,0.7335799457514814,389836.7082892141,58475.50624338212,0.0,0.5086487359123303,0.30933313264272305,0.24650577507978208,0.7706812012900708,0.3967948873661307
ORG-005,2024-03-02,1,0.9914850369245715,30,1536220.356213855,51.975442841708684,879,30,4592,0.6822169398519611,0.8140189594148245,389836.7082892141,58475.50624338212,0.0,0.4352373774880177,0.30933313264272305,0.3534027505266685,0.7481179496333927,0.43438445710694423
ORG-005,2024-04-01,2,0.9924550272622151,37,1465553.171703921,48.364408272507205,979,38,4620,0.7267670421382068,0.7698839331943705,389836.7082892141,58475.50624338212,0.0,0.5003374001486663,0.30933313264272305,0.28140887059214026,0.7483254876662886,0.41136260949842984
ORG-005,2024-05-01,3,0.9910720597893421,29,1683422.9672600229,41.193538242661816,942,58,4583,0.7200992738655567,0.882205935007344,389836.7082892141,58475.50624338212,0.0,0.4075207912310134,0.30933313264272305,0.2661366452093207,0.8011526044364503,0.395653038541387
ORG-005,2024-05-31,4,0.9912870666421123,26,1421387.369261319,47.67239751182243,919,42,4494,0.7574525241109817,0.8995883434025812,389836.7082892141,58475.50624338212,0.0,0.42195078134981917,0.30933313264272305,0.33620328519203946,0.8285204337567815,0.4347830898407905
ORG-005,2024-06-30,5,0.9916709904931721,30,1663319.2585908202,52.13635617307484,889,69,4438,0.7327825808311124,0.7558097006686938,389836.7082892141,58475.50624338212,0.0,0.4477174827632276,0.30933313264272305,0.2345095173129605,0.7442961407499031,0.37849728042220154
